id,name,raw_affiliation,country_id,normalized_name
414," Abramson Cancer Center, University Of Pennsylvania, Philadelphia, Pa, Usa.","Center for Cellular Immunotherapies, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Division of Hematology and Oncology, Department of Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Abramson Cancer Center, University of Pennsylvania, Philadelphia, PA, USA.",,
415,"Department Of Microbiology, Perelman School Of Medicine At The University Of Pennsylvania, Philadelphia, Pa, Usa","Department of Microbiology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Division of Gastroenterology and Hepatology, Department of Medicine, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA, USA.",,
416," Division Of Gastroenterology And Hepatology, Department Of Medicine, University Of Pennsylvania Perelman School Of Medicine, Philadelphia, Pa, Usa.","Department of Microbiology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Division of Gastroenterology and Hepatology, Department of Medicine, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA, USA.",,
417,"Department Of Pathology, Stanford University, Palo Alto, Ca, Usa","Department of Pathology, Stanford University, Palo Alto, CA, USA; Arc Institute, Palo Alto, CA, USA.",,
418," Arc Institute, Palo Alto, Ca, Usa.","Department of Pathology, Stanford University, Palo Alto, CA, USA; Arc Institute, Palo Alto, CA, USA.",,
419,"Division Of Gastroenterology And Hepatology, Department Of Medicine, University Of Pennsylvania Perelman School Of Medicine, Philadelphia, Pa, Usa.","Division of Gastroenterology and Hepatology, Department of Medicine, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA, USA.",,
420,"Lewis-Sigler Institute For Integrative Genomics, Princeton University, Princeton, Nj, Usa.","Lewis-Sigler Institute for Integrative Genomics, Princeton University, Princeton, NJ, USA.",,
421,"Department Of Microbiology, Perelman School Of Medicine At The University Of Pennsylvania, Philadelphia, Pa, Usa.","Department of Microbiology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA.",,
422,"Department Of Cancer Biology, University Of Pennsylvania, Philadelphia, Pa, Usa.","Department of Cancer Biology, University of Pennsylvania, Philadelphia, PA, USA.",,
423,"Department Of Biostatistics, Epidemiology And Informatics, University Of Pennsylvania Perelman School Of Medicine, Philadelphia, Pa, Usa.","Department of Biostatistics, Epidemiology and Informatics, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA, USA.",,
424," Arc Institute, Palo Alto, Ca, Usa. Electronic Address: Levym@Stanford.Edu.","Department of Pathology, Stanford University, Palo Alto, CA, USA; Arc Institute, Palo Alto, CA, USA. Electronic address: levym@stanford.edu.",,
425," Abramson Cancer Center, University Of Pennsylvania, Philadelphia, Pa, Usa. Electronic Address: Mruella@Upenn.Edu.","Center for Cellular Immunotherapies, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Division of Hematology and Oncology, Department of Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA; Abramson Cancer Center, University of Pennsylvania, Philadelphia, PA, USA. Electronic address: mruella@upenn.edu.",,
426,"Division Of Immunology, Allergy, And Rheumatology, Department Of Pediatrics, Ucla, Los Angeles, Ca, Usa.","Division of Immunology, Allergy, and Rheumatology, Department of Pediatrics, UCLA, Los Angeles, CA, USA.",,
427,"Department Of Radiation Oncology, New York University Langone Health, New York, Ny, Usa","Department of Radiation Oncology, New York University Langone Health, New York, NY, USA; Perlmutter Cancer Center, New York University Langone Health, New York, NY, USA.",,
428," Perlmutter Cancer Center, New York University Langone Health, New York, Ny, Usa.","Department of Radiation Oncology, New York University Langone Health, New York, NY, USA; Perlmutter Cancer Center, New York University Langone Health, New York, NY, USA.",,
429,"Division Of Precision Medicine, Department Of Medicine, New York University Langone Health, New York, Ny, Usa.","Division of Precision Medicine, Department of Medicine, New York University Langone Health, New York, NY, USA.",,
430,"School Of Life Sciences, Westlake University, Hangzhou, Zhejiang, China","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China; Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China.",,
431," Westlake Disease Modeling Lab, Westlake Laboratory Of Life Sciences And Biomedicine, Hangzhou, Zhejiang, China.","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China; Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China.",,
432," Westlake Disease Modeling Lab, Westlake Laboratory Of Life Sciences And Biomedicine, Hangzhou, Zhejiang, China","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China; Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China; School of Life Sciences, Zhejiang University, Hangzhou, Zhejiang, China.",,
433," School Of Life Sciences, Zhejiang University, Hangzhou, Zhejiang, China.","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China; Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China; School of Life Sciences, Zhejiang University, Hangzhou, Zhejiang, China.",,
434,"School Of Life Sciences, Westlake University, Hangzhou, Zhejiang, China.","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China.",,
435,"Westlake Disease Modeling Lab, Westlake Laboratory Of Life Sciences And Biomedicine, Hangzhou, Zhejiang, China.","Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China.",,
436,"Department Of Breast Surgery, First Affiliated Hospital, College Of Medicine, Zhejiang University, Hangzhou, Zhejiang Province, China.","Department of Breast Surgery, First Affiliated Hospital, College of Medicine, Zhejiang University, Hangzhou, Zhejiang Province, China.",,
437," Shenzhen Medical Academy Of Research And Translation (Smart), Shenzhen, Guangdong 518107, China. Electronic Address: Caishang@Westlake.Edu.Cn.","School of Life Sciences, Westlake University, Hangzhou, Zhejiang, China; Westlake Disease Modeling Lab, Westlake Laboratory of Life Sciences and Biomedicine, Hangzhou, Zhejiang, China; Shenzhen Medical Academy of Research and Translation (SMART), Shenzhen, Guangdong 518107, China. Electronic address: caishang@westlake.edu.cn.",,
438,"Department Of Neuroscience, Yale School Of Medicine, New Haven, Ct 06510, Usa.","Department of Neuroscience, Yale School of Medicine, New Haven, CT 06510, USA.",,
439,"Hospital Del Mar Research Institute, Parc De Biomèdica De Barcelona, 08003 Barcelona, Catalonia, Spain.","Hospital del Mar Research Institute, Parc de Biomèdica de Barcelona, 08003 Barcelona, Catalonia, Spain.",,
440,"Department Of Neurology, Center For Neuroscience And Regeneration Research, Yale School Of Medicine, New Haven, Ct 06510, Usa","Department of Neurology, Center for Neuroscience and Regeneration Research, Yale School of Medicine, New Haven, CT 06510, USA; Rehabilitation Research Center, Veterans Affairs Connecticut Healthcare System, West Haven, CT 06516, USA.",,
441," Rehabilitation Research Center, Veterans Affairs Connecticut Healthcare System, West Haven, Ct 06516, Usa.","Department of Neurology, Center for Neuroscience and Regeneration Research, Yale School of Medicine, New Haven, CT 06510, USA; Rehabilitation Research Center, Veterans Affairs Connecticut Healthcare System, West Haven, CT 06516, USA.",,
442,"It-Research Computing, Harvard Medical School, Boston, Ma 02115, Usa.","IT-Research Computing, Harvard Medical School, Boston, MA 02115, USA.",,
443,"Departments Of Neurology And Of Neuroscience, Johns Hopkins School Of Medicine, Baltimore, Md 21205, Usa","Departments of Neurology and of Neuroscience, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA; Institute for Genome Sciences, University of Maryland School of Medicine, Baltimore, MD 21201, USA.",,
444," Institute For Genome Sciences, University Of Maryland School Of Medicine, Baltimore, Md 21201, Usa.","Departments of Neurology and of Neuroscience, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA; Institute for Genome Sciences, University of Maryland School of Medicine, Baltimore, MD 21201, USA.",,
445,"Department Of Neuroscience, Yale School Of Medicine, New Haven, Ct 06510, Usa","Department of Neuroscience, Yale School of Medicine, New Haven, CT 06510, USA; Institute of Neuroscience, CAS Center for Excellence in Brain Science and Intelligence Technology, University of Chinese Academy of Sciences, Shanghai 200031, China.",,
446," Institute Of Neuroscience, Cas Center For Excellence In Brain Science And Intelligence Technology, University Of Chinese Academy Of Sciences, Shanghai 200031, China.","Department of Neuroscience, Yale School of Medicine, New Haven, CT 06510, USA; Institute of Neuroscience, CAS Center for Excellence in Brain Science and Intelligence Technology, University of Chinese Academy of Sciences, Shanghai 200031, China.",,
447," Departments Of Comparative Medicine, Genetics, And Psychiatry, Wu Tsai Institute, Program In Cellular Neuroscience, Neurodegeneration And Repair, Yale Child Study Center, Yale University, New Haven, Ct 06510, Usa. Electronic Address: Nenad.Sestan@Yale.Edu.","Department of Neuroscience, Yale School of Medicine, New Haven, CT 06510, USA; Departments of Comparative Medicine, Genetics, and Psychiatry, Wu Tsai Institute, Program in Cellular Neuroscience, Neurodegeneration and Repair, Yale Child Study Center, Yale University, New Haven, CT 06510, USA. Electronic address: nenad.sestan@yale.edu.",,
448,"Institute Of Neurophysiology, Uniklinik Rwth Aachen University, Aachen, Germany","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Anesthesiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Intensive and Intermediate Care, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany.",,
449," Department Of Anesthesiology, Uniklinik Rwth Aachen University, Aachen, Germany","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Anesthesiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Intensive and Intermediate Care, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany.",,
450," Department Of Intensive And Intermediate Care, Uniklinik Rwth Aachen University, Aachen, Germany","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Anesthesiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Intensive and Intermediate Care, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany.",,
451," Scientific Center For Neuropathic Pain Aachen Scn-Aachen, Uniklinik Rwth Aachen University, Aachen, Germany.","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Anesthesiology, Uniklinik RWTH Aachen University, Aachen, Germany; Department of Intensive and Intermediate Care, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany.",,
452,"Krembil Centre For Neuroinformatics, Centre For Addiction And Mental Health, Toronto, On, Canada.","Krembil Centre for Neuroinformatics, Centre for Addiction and Mental Health, Toronto, ON, Canada.",,
453,"Department Of Experimental Pain Research, Mctn, Medical Faculty Mannheim, Heidelberg University, Ludolf-Krehl-Strasse 13-17, 68167 Mannheim, Germany.","Department of Experimental Pain Research, MCTN, Medical Faculty Mannheim, Heidelberg University, Ludolf-Krehl-Strasse 13-17, 68167 Mannheim, Germany.",,
454,"The Department Of Neuroscience, The University Of Texas At Dallas, 800 West Campbell Rd, Richardson, Tx 75080, Usa.","The Department of Neuroscience, The University of Texas at Dallas, 800 West Campbell Rd, Richardson, TX 75080, USA.",,
455,"Scientific Center For Neuropathic Pain Aachen Scn-Aachen, Uniklinik Rwth Aachen University, Aachen, Germany","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Center for Human Genetics and Genomic Medicine, Uniklinik RWTH Aachen University, Aachen, Germany.",,
456," Center For Human Genetics And Genomic Medicine, Uniklinik Rwth Aachen University, Aachen, Germany.","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Center for Human Genetics and Genomic Medicine, Uniklinik RWTH Aachen University, Aachen, Germany.",,
457," Research Group Neuroscience, Interdisciplinary Center For Clinical Research Within The Faculty Of Medicine At The Rwth Aachen University, Aachen, Germany.","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Research Group Neuroscience, Interdisciplinary Center for Clinical Research within the Faculty of Medicine at the RWTH Aachen University, Aachen, Germany.",,
458,"Institute Of Neurophysiology, Uniklinik Rwth Aachen University, Aachen, Germany.","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany.",,
459,"Institute For Laboratory Animal Science And Experimental Surgery, Uniklinik Rwth Aachen University, Aachen, Germany.","Institute for Laboratory Animal Science and Experimental Surgery, Uniklinik RWTH Aachen University, Aachen, Germany.",,
460,"Precise Platform For Single Cell Genomics And Epigenomics At Dzne & University Of Bonn And West German Genome Center, Bonn, Germany","PRECISE Platform for Single Cell Genomics and Epigenomics at DZNE & University of Bonn and West German Genome Center, Bonn, Germany; Systems Medicine, Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE), Bonn, Germany.",,
461," Systems Medicine, Deutsches Zentrum Für Neurodegenerative Erkrankungen (Dzne), Bonn, Germany.","PRECISE Platform for Single Cell Genomics and Epigenomics at DZNE & University of Bonn and West German Genome Center, Bonn, Germany; Systems Medicine, Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE), Bonn, Germany.",,
462," Joint Research Center For Computational Biomedicine (Jrcc), Pauwelsstrasse 30, 52074 Aachen, Germany","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Joint Research Center for Computational Biomedicine (JRCC), Pauwelsstrasse 30, 52074 Aachen, Germany; Institute for Computational Biomedicine and Disease Modelling with Focus on Phase Transitions between Phenotypes, Pauwelsstrasse 30, 52074 Aachen, Germany; Center for Computational Life Sciences (CCLS), RWTH Aachen University, Aachen, Germany.",,
463," Institute For Computational Biomedicine And Disease Modelling With Focus On Phase Transitions Between Phenotypes, Pauwelsstrasse 30, 52074 Aachen, Germany","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Joint Research Center for Computational Biomedicine (JRCC), Pauwelsstrasse 30, 52074 Aachen, Germany; Institute for Computational Biomedicine and Disease Modelling with Focus on Phase Transitions between Phenotypes, Pauwelsstrasse 30, 52074 Aachen, Germany; Center for Computational Life Sciences (CCLS), RWTH Aachen University, Aachen, Germany.",,
464," Center For Computational Life Sciences (Ccls), Rwth Aachen University, Aachen, Germany.","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Joint Research Center for Computational Biomedicine (JRCC), Pauwelsstrasse 30, 52074 Aachen, Germany; Institute for Computational Biomedicine and Disease Modelling with Focus on Phase Transitions between Phenotypes, Pauwelsstrasse 30, 52074 Aachen, Germany; Center for Computational Life Sciences (CCLS), RWTH Aachen University, Aachen, Germany.",,
465,"Department Of Neurology, Brigham And Women'S Hospital, Harvard Medical School, Boston, Ma 02115, Usa.","Department of Neurology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, USA.",,
466," Joint Research Center For Computational Biomedicine (Jrcc), Pauwelsstrasse 30, 52074 Aachen, Germany.","Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Joint Research Center for Computational Biomedicine (JRCC), Pauwelsstrasse 30, 52074 Aachen, Germany.",,
467,"Department Of Clinical Neurophysiology, King'S College Hospital, London Se5 9Rs, Uk.","Department of Clinical Neurophysiology, King's College Hospital, London SE5 9RS, UK.",,
468," Scientific Center For Neuropathic Pain Aachen Scn-Aachen, Uniklinik Rwth Aachen University, Aachen, Germany","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Research Group Neuroscience, Interdisciplinary Center for Clinical Research within the Faculty of Medicine at the RWTH Aachen University, Aachen, Germany; Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Zentrum Operative Medizin (ZOM), Oberdürrbacher Str. 6, 97080 Würzburg, Germany.",,
469," Research Group Neuroscience, Interdisciplinary Center For Clinical Research Within The Faculty Of Medicine At The Rwth Aachen University, Aachen, Germany","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Research Group Neuroscience, Interdisciplinary Center for Clinical Research within the Faculty of Medicine at the RWTH Aachen University, Aachen, Germany; Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Zentrum Operative Medizin (ZOM), Oberdürrbacher Str. 6, 97080 Würzburg, Germany.",,
470," Department Of Anaesthesiology, Intensive Care, Emergency And Pain Medicine, Zentrum Operative Medizin (Zom), Oberdürrbacher Str. 6, 97080 Würzburg, Germany.","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany; Research Group Neuroscience, Interdisciplinary Center for Clinical Research within the Faculty of Medicine at the RWTH Aachen University, Aachen, Germany; Department of Anaesthesiology, Intensive Care, Emergency and Pain Medicine, Zentrum Operative Medizin (ZOM), Oberdürrbacher Str. 6, 97080 Würzburg, Germany.",,
471,"Krembil Centre For Neuroinformatics, Centre For Addiction And Mental Health, Toronto, On, Canada","Krembil Centre for Neuroinformatics, Centre for Addiction and Mental Health, Toronto, ON, Canada; Department of Psychiatry, University of Toronto, Toronto, ON, Canada. Electronic address: shreejoy.tripathy@camh.ca.",,
472," Department Of Psychiatry, University Of Toronto, Toronto, On, Canada. Electronic Address: Shreejoy.Tripathy@Camh.Ca.","Krembil Centre for Neuroinformatics, Centre for Addiction and Mental Health, Toronto, ON, Canada; Department of Psychiatry, University of Toronto, Toronto, ON, Canada. Electronic address: shreejoy.tripathy@camh.ca.",,
473," Scientific Center For Neuropathic Pain Aachen Scn-Aachen, Uniklinik Rwth Aachen University, Aachen, Germany. Electronic Address: Alampert@Ukaachen.De.","Institute of Neurophysiology, Uniklinik RWTH Aachen University, Aachen, Germany; Scientific Center for Neuropathic pain Aachen SCN-AACHEN, Uniklinik RWTH Aachen University, Aachen, Germany. Electronic address: alampert@ukaachen.de.",,
474,"Laboratory For Synthetic Biology, Riken Center For Biosystems Dynamics Research, Suita, Osaka, Japan","Laboratory for Synthetic Biology, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan; Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan.",,
475," Department Of Systems Pharmacology, Graduate School Of Medicine, The University Of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, Japan.","Laboratory for Synthetic Biology, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan; Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan.",,
476,"Division Of Experimental Chemotherapy, Cancer Chemotherapy Center, Japanese Foundation For Cancer Research (Jfcr), Koto-Ku, Tokyo, Japan.","Division of Experimental Chemotherapy, Cancer Chemotherapy Center, Japanese Foundation for Cancer Research (JFCR), Koto-ku, Tokyo, Japan.",,
477," Department Of Systems Pharmacology, Graduate School Of Medicine, The University Of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, Japan","Laboratory for Synthetic Biology, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan; Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Pathology, Osaka University Graduate School of Medicine, Osaka, Japan; Department of Systems Biology, Graduate School of Medicine, Osaka University, 1-3 Yamadaoka, Suita, Japan.",,
478," Department Of Pathology, Osaka University Graduate School Of Medicine, Osaka, Japan","Laboratory for Synthetic Biology, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan; Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Pathology, Osaka University Graduate School of Medicine, Osaka, Japan; Department of Systems Biology, Graduate School of Medicine, Osaka University, 1-3 Yamadaoka, Suita, Japan.",,
479," Department Of Systems Biology, Graduate School Of Medicine, Osaka University, 1-3 Yamadaoka, Suita, Japan.","Laboratory for Synthetic Biology, RIKEN Center for Biosystems Dynamics Research, Suita, Osaka, Japan; Department of Systems Pharmacology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Pathology, Osaka University Graduate School of Medicine, Osaka, Japan; Department of Systems Biology, Graduate School of Medicine, Osaka University, 1-3 Yamadaoka, Suita, Japan.",,
480,"Department Of Anatomy, Kanazawa Medical University, Uchinada, Ishikawa, Japan.","Department of Anatomy, Kanazawa Medical University, Uchinada, Ishikawa, Japan.",,
481,"Institute For Biomedical Sciences, Iwate Medical University, Yahaba, Iwate, Japan.","Institute for Biomedical Sciences, Iwate Medical University, Yahaba, Iwate, Japan.",,
482,"Department Of Pathology, Graduate School Of Medicine, The University Of Tokyo, Tokyo, Japan.","Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.",,
483,"Department Of Pathology, Osaka University Graduate School Of Medicine, Osaka, Japan.","Department of Pathology, Osaka University Graduate School of Medicine, Osaka, Japan.",,
484,"Center For Neurogenetics, Department Of Molecular Genetics And Microbiology, Genetics Institute, Mcknight Brain Institute, Norman Fixel Institute For Neurological Diseases, University Of Florida, Gainesville, Fl 32610, Usa. Electronic Address: Lien.Nguyen@Ufl.Edu.","Center for NeuroGenetics, Department of Molecular Genetics and Microbiology, Genetics Institute, McKnight Brain Institute, Norman Fixel Institute for Neurological Diseases, University of Florida, Gainesville, FL 32610, USA. Electronic address: lien.nguyen@ufl.edu.",,
485,"Department Of Neuroscience, Washington University In St. Louis, St. Louis, Mo, Usa.","Department of Neuroscience, Washington University in St. Louis, St. Louis, MO, USA.",,
486,"Allen Institute, Seattle, Wa, Usa.","Allen Institute, Seattle, WA, USA.",,
487,"University Of Geneva, Geneva, Switzerland.","University of Geneva, Geneva, Switzerland.",,
488,"Champalimaud Foundation, Lisbon, Portugal.","Champalimaud Foundation, Lisbon, Portugal.",,
489,"Princeton University, Princeton, Nj, Usa.","Princeton University, Princeton, NJ, USA.",,
490,"Chinese University Of Hong Kong, Hong Kong, China.","Chinese University of Hong Kong, Hong Kong, China.",,
491,"Columbia University, New York, Ny, Usa.","Columbia University, New York, NY, USA.",,
492,"University College London, London, Uk.","University College London, London, UK.",,
493,"Champalimaud Foundation, Lisbon, Portugal","Champalimaud Foundation, Lisbon, Portugal; Max Planck Institute For Biological Cybernetics, Tübingen, Germany.",,
494," Max Planck Institute For Biological Cybernetics, Tübingen, Germany.","Champalimaud Foundation, Lisbon, Portugal; Max Planck Institute For Biological Cybernetics, Tübingen, Germany.",,
495,"School Of Psychological Sciences, Turner Institute For Brain And Mental Health, Monash Biomedical Imaging, Monash University, Clayton, Vic, Australia. Electronic Address: Jace.Cruddas@Monash.Edu.","School of Psychological Sciences, Turner Institute for Brain and Mental Health, Monash Biomedical Imaging, Monash University, Clayton, VIC, Australia. Electronic address: jace.cruddas@monash.edu.",,
496,"School Of Psychological Sciences, Turner Institute For Brain And Mental Health, Monash Biomedical Imaging, Monash University, Clayton, Vic, Australia.","School of Psychological Sciences, Turner Institute for Brain and Mental Health, Monash Biomedical Imaging, Monash University, Clayton, VIC, Australia.",,
497,"Lingang Laboratory, Shanghai, China. Electronic Address: Hao.Li@Lglab.Ac.Cn.","Lingang Laboratory, Shanghai, China. Electronic address: hao.li@lglab.ac.cn.",,
498,"Institute Of Neuroscience, Center For Excellence In Brain Science And Intelligence Technology, Key Laboratory Of Brain Cognition And Brain-Inspired Intelligence Technology, China-Hungary Belt-And-Road Joint Laboratory On Brain Science, Shanghai Key Laboratory Of Precision Gene Editing And Clinical Translation, International Center For Primate Brain Research, Chinese Academy Of Sciences, Shanghai, China","Institute of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, China-Hungary Belt-and-Road Joint laboratory on Brain Science, Shanghai Key Laboratory of Precision Gene Editing and Clinical Translation, International Center for Primate Brain Research, Chinese Academy of Sciences, Shanghai, China; University of Chinese Academy of Sciences, Beijing, China.",,
499," University Of Chinese Academy Of Sciences, Beijing, China.","Institute of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, China-Hungary Belt-and-Road Joint laboratory on Brain Science, Shanghai Key Laboratory of Precision Gene Editing and Clinical Translation, International Center for Primate Brain Research, Chinese Academy of Sciences, Shanghai, China; University of Chinese Academy of Sciences, Beijing, China.",,
500,"Institute Of Neuroscience, Center For Excellence In Brain Science And Intelligence Technology, Key Laboratory Of Brain Cognition And Brain-Inspired Intelligence Technology, China-Hungary Belt-And-Road Joint Laboratory On Brain Science, Shanghai Key Laboratory Of Precision Gene Editing And Clinical Translation, International Center For Primate Brain Research, Chinese Academy Of Sciences, Shanghai, China.","Institute of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, China-Hungary Belt-and-Road Joint laboratory on Brain Science, Shanghai Key Laboratory of Precision Gene Editing and Clinical Translation, International Center for Primate Brain Research, Chinese Academy of Sciences, Shanghai, China.",,
501,"Lingang Laboratory, Shanghai, China","Lingang Laboratory, Shanghai, China; ShanghaiTech University, Shanghai, China.",,
502," Shanghaitech University, Shanghai, China.","Lingang Laboratory, Shanghai, China; ShanghaiTech University, Shanghai, China.",,
503,"Shanghaitech University, Shanghai, China.","ShanghaiTech University, Shanghai, China.",,
504,"Lingang Laboratory, Shanghai, China.","Lingang Laboratory, Shanghai, China.",,
505," Shanghai Center For Brain Science And Brain-Inspired Intelligence Technology, Shanghai, China","Institute of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, China-Hungary Belt-and-Road Joint laboratory on Brain Science, Shanghai Key Laboratory of Precision Gene Editing and Clinical Translation, International Center for Primate Brain Research, Chinese Academy of Sciences, Shanghai, China; Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, Shanghai, China; Shanghai Academy of National Science (SANS), Shanghai, China. Electronic address: zliu2010@ion.ac.cn.",,
506," Shanghai Academy Of National Science (Sans), Shanghai, China. Electronic Address: Zliu2010@Ion.Ac.Cn.","Institute of Neuroscience, Center for Excellence in Brain Science and Intelligence Technology, Key Laboratory of Brain Cognition and Brain-Inspired Intelligence Technology, China-Hungary Belt-and-Road Joint laboratory on Brain Science, Shanghai Key Laboratory of Precision Gene Editing and Clinical Translation, International Center for Primate Brain Research, Chinese Academy of Sciences, Shanghai, China; Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, Shanghai, China; Shanghai Academy of National Science (SANS), Shanghai, China. Electronic address: zliu2010@ion.ac.cn.",,
507,"Department Of Biochemistry And Molecular Biology, Bloomberg School Of Public Health, Johns Hopkins University, Baltimore, Md 21205, Usa","Department of Biochemistry and Molecular Biology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD 21205, USA; Department of Neuroscience, School of Medicine, Johns Hopkins University, Baltimore, MD 21205, USA.",,
